WIKITEXT2 PPL,10.731
WIKITEXT2 PPL,10.690
WIKITEXT2 PPL,10.823
WIKITEXT2 PPL,10.820
WIKITEXT2 PPL,10.841
WIKITEXT2 PPL,10.840
WIKITEXT2 PPL,10.801
WIKITEXT2 PPL,10.801
WIKITEXT2 PPL,10.745
WIKITEXT2 PPL,10.743
WIKITEXT2 PPL,10.769
WIKITEXT2 PPL,10.793
WIKITEXT2 PPL,10.790
WIKITEXT2 PPL,10.769
WIKITEXT2 PPL,10.713
WIKITEXT2 PPL,10.734
WIKITEXT2 PPL,10.762
WIKITEXT2 PPL,10.786
WIKITEXT2 PPL,10.723
WIKITEXT2 PPL,10.764
WIKITEXT2 PPL,10.710
WIKITEXT2 PPL,10.753
WIKITEXT2 PPL,10.915
WIKITEXT2 PPL,10.661
WIKITEXT2 PPL,10.726
WIKITEXT2 PPL,10.771
WIKITEXT2 PPL,10.746
WIKITEXT2 PPL,10.740
WIKITEXT2 PPL,10.713
WIKITEXT2 PPL,10.747
WIKITEXT2 PPL,10.729
WIKITEXT2 PPL,10.770
WIKITEXT2 PPL,10.739
WIKITEXT2 PPL,10.755
WIKITEXT2 PPL,10.742
WIKITEXT2 PPL,10.771
WIKITEXT2 PPL,10.744
WIKITEXT2 PPL,10.763
WIKITEXT2 PPL,10.752
WIKITEXT2 PPL,10.774
WIKITEXT2 PPL,10.749
WIKITEXT2 PPL,10.750
WIKITEXT2 PPL,10.760
WIKITEXT2 PPL,10.764
WIKITEXT2 PPL,11.086
WIKITEXT2 PPL,11.047
WIKITEXT2 PPL,10.753
WIKITEXT2 PPL,10.778
WIKITEXT2 PPL,10.722
WIKITEXT2 PPL,10.778
WIKITEXT2 PPL,11.596
WIKITEXT2 PPL,11.028
WIKITEXT2 PPL,10.774
WIKITEXT2 PPL,11.092
WIKITEXT2 PPL,10.737
WIKITEXT2 PPL,10.790
WIKITEXT2 PPL,10.956
WIKITEXT2 PPL,10.856
WIKITEXT2 PPL,10.829
WIKITEXT2 PPL,10.756
WIKITEXT2 PPL,10.709
WIKITEXT2 PPL,10.798
WIKITEXT2 PPL,10.791
WIKITEXT2 PPL,10.787
WIKITEXT2 PPL,10.734
